2016
January: 6.50871,20.5453,330.136
February: 5.89236,22.2541,374.181
March: 6.48958,24.8978,380.594
April: 5.23958,25.3218,292.729
May: 4.78819,24.541,369.76
June: 4.55556,24.6747,375.392
July: 7.45833,30.6904,379.406
August: 6.68056,31.5871,302.646
September: 4.20486,27.841,366.167
October: 4.45833,25.0573,290.872
November: 4.37153,23.7497,304.122
December: 5.30556,22.1082,346.306

